                                                SISTEMA SHYAM TELESERVICES LTD,,,,,,,,,,,,
                                                           KERALA CIRCLE,,,,,,,,,,,,
  ,,,,,,,,,,,,
Call Details for Mobile Number    9142401657   From    01-MAY-11   To     31-DEC-11,,,,,,,,,,,,
  ,,,,,,,,,,,,
CALLINGNUMBER,CALLEDNUMBER,DATE,TIME,DUR(SEC),CELLID1,CELLID2,CALLTYPE,ESN,IMSI,CUSTTYPE,SMSC,ROAMNW
9197861937,9095646904,01-11-2014,09:09:33,3,20652,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646905,01-11-2014,14:48:39,19,20652,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646906,01-11-2014,14:51:50,13,20652,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646907,01-11-2014,20:20:54,1,,,SMS OUT,,,prepaid,4.05899E+14,
9197861937,9095646908,01-11-2014,20:20:56,1,,,SMS IN,,,prepaid,,
9197861937,9095646909,02-11-2014,07:19:17,100,20652,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646910,02-11-2014,10:43:55,67,20653,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646911,02-11-2014,11:09:13,6,20653,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646912,02-11-2014,11:35:35,12,20653,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646913,02-11-2014,11:59:25,56,20653,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646914,02-11-2014,12:05:59,117,20653,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646915,02-11-2014,12:08:49,149,20653,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646916,02-11-2014,12:50:21,66,20653,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646917,02-11-2014,13:00:04,143,20653,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646918,02-11-2014,13:04:31,120,20653,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646919,02-11-2014,14:46:37,34,20653,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646920,02-11-2014,14:57:56,154,20653,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646921,02-11-2014,16:25:14,76,20652,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646922,02-11-2014,17:19:49,277,20652,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646923,02-11-2014,19:28:42,41,20651,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646924,03-11-2014,14:47:39,75,20651,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646925,03-11-2014,16:06:56,98,20643,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646926,03-11-2014,17:08:49,134,21111,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646927,03-11-2014,19:36:30,439,21111,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646928,04-11-2014,07:35:41,76,20931,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646929,04-11-2014,09:23:03,3,20931,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646930,04-11-2014,10:16:05,22,21111,0,OUT,60F280EA,4.05891E+14,prepaid,null,null
9197861937,9095646931,04-11-2014,10:18:10,22,21111,0,OUT,60F280EA,4.05891E+14,prepaid,null,null
9197861937,9095646932,04-11-2014,10:20:38,11,21111,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646933,04-11-2014,10:28:27,13,20633,0,OUT,60F280EA,4.05891E+14,prepaid,null,null
9197861937,9095646934,04-11-2014,11:13:05,148,21291,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646935,04-11-2014,11:26:32,102,21291,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646936,04-11-2014,12:04:00,18,21292,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646937,04-11-2014,12:04:37,29,21291,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646938,04-11-2014,14:21:43,29,21111,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646939,04-11-2014,14:22:35,39,21111,0,OUT,60F280EA,4.05891E+14,prepaid,null,3.07295E+13
9197861937,9095646940,04-11-2014,14:30:35,342,20931,0,IN,60F280EA,4.05891E+14,postpaid,null,null
9197861937,9095646941,04-11-2014,15:38:36,84,20633,0,IN,60F280EA,4.05891E+14,postpaid,null,null
